formula,target
Ag2Rb10Se54Ti12,1.6
CrFe3,0.18
BLaPt3,0.5
CMg6Zr,0.3
Cl3CuK,0.31
BaSe,0.31
GaLiSi,-0.01
Al3Si2Tm2,0.2
Ge4Y4Zn4,0.21
Cu4Ge2Mn2S8,0.33
Al4Eu4O12,0.25
H2Cl2Sc2,0.28
Cu4KS3,0.32
Au4I4,0.18
Cl6Cs2Ti2,0.27
Br3GaLa3,0.27
Au2O4Y2,0.4
B4HfNb,0.18
Ni3Ta,0.31
CaMg2N2,0.21
B2N2,0.21
Pu16,0.31
H2K2O2,0.35
SrZnZr,0.56
Bi2MoNb,0.19
BrCuV2,0.53
AuBi2Os,0.19
Ca4Mg4O16Si4,0.27
InSb,0.3
Mg8O16Ti4,0.29
LiPdYb2,0.33
CdLuRh2,0.34
GaSc2Zn,0.25
Mn3Sc3Si3,0.24
LaMgTl,0.37
Ho6Pr2,0.26
CaNaTl2,0.32
CoMg3,0.27
AlFe2Hf,0.27
HfSe4Te,0.21
NSc,0.35
Mg2Se2,0.23
Tm3,0.22
CB2Co2Tb,0.34
Fe2Zr4,0.38
S2Sn,0.21
ReSi2,0.28
Al3Pd3Y3,0.39
Cu6Sn2,0.34
AuCdSb,0.41
SrTe,0.25
Ga3U,0.26
NaPb3,0.54
Pb4S4,0.26
N3Na,0.37
NTa,0.33
Pt3Zr,0.3
H12B2N2,0.31
In2MgTe4,0.28
B2Gd2O6,0.38
Cl6Cr2,0.32
Cl12Tb4,0.27
Se2Sn,0.22
Li4O20P4Ti4,0.25
Ba2NbO6Y,0.26
Ba2Pt4,0.33
I2O2Sm2,-0.28
O2ScTl,0.35
Fe4O16Ta4,0.29
AlEr2Mg,0.24
Cd2NaPt,0.41
Cd2LaYb,0.28
Li2MgSn,0.26
IrLiTb2,0.32
N8Si12,0.28
Ga2Lu6,0.27
Re3,0.3
AlGaN2,0.25
NPd,0.53
Sn3Y,0.4
AgSbTe2,0.34
Ba6N2Sb2,0.32
Pt2Ta2Te10,0.26
PrSe,0.33
Cu4O16S4,0.31
O6Pb2Se2,0.45
In3La,0.47
LaP,0.27
Tl3Y,0.37
AlNi3,0.29
Cl6PtS2,0.24
Cu5Ho,0.34
GaPd2Sc,0.41
Al2LiPt,0.31
Fe2Nd2Si4,0.22
Ag6O8P2,0.42
Pd2Si2Tb,0.31
Ir2Si2Y,0.25
Ge2Nd2Sc2,0.24
Ag4Cu4S4,0.33
CS2Ta2,0.22
Ba2Rh4,0.36
B6Mg3Ni9,0.3
LiNa2Ta,0.21
GeReSn,0.37
Cl2Dy2O2,0.29
I2K4O,0.1
Al6O12Y2,0.22
P6Sr6,0.25
CaO3Sn,0.15
Fe2O8V2,0.27
LiOsPm2,0.34
GaRh2Tm,0.33
CdRh2Tm,0.34
Re2TaTi,0.31
CuRuSm2,0.31
CdHgO2,0.41
Sn2Te2Zr2,0.23
Mg6Sm2,0.28
CrMg,0.32
K3Mo,0.42
InO3Rb,0.45
Li2Si6,0.45
GaLi3,0.01
Li3Zn,0.34
Ce2PbZn,0.38
MgNbRh2,0.5
SmY3,0.28
Cd2DyY,0.32
PSc3,0.19
HMn3O6,0.29
Fe3Ni,0.33
Ba2O2,0.31
CuLiO,0.37
COs,0.46
Ba3NSb,0.34
CdO3Os,0.45
Pb2S2,-0.08
BCaMg6,0.59
Br2Cl2CrRb2,0.29
Cs2N4V2,0.32
N6Re2Sr6,0.29
Pt7Sb,0.43
Sb,0.49
Sb6Zr6,0.25
Cd2Se2,0.35
Hf2Te10,0.26
Be12Mo,0.11
DyLiS2,0.24
Nb5Se4,0.3
CeNi5,0.31
O8Sr2W2,0.3
C2Co2Tm2,0.31
Ce2Fe2Si2,0.34
Pd12Si4,0.37
C2Hf4In2,0.21
O28P8Pb8,0.31
Hg2I2,0.32
Al2Cl8Cu2,0.29
Ca3Li3Sn3,0.19
Cl12Mn4Tl4,0.34
Ba8Bi6,0.29
Rh2Si2Tb,0.26
In3Rh2Sr2,0.31
Ce2F2S2,0.19
Ba2F8Fe2,0.32
S3Zn3,0.3
C4H4O8Tl4,0.29
Al12Ca6O24,0.27
N16,0.33
As2CsRu2,0.3
H2Li2O2,0.33
Nb6Pd18,0.32
AlF6Na3,0.27
Li2Si4Y4,0.23
Nb2P2Se2,0.25
Sc10Si6,0.18
Li4Sn10,0.38
Ag4P8,0.32
F3Ta,0.4
F6SbTl,0.2
Co2F4Li2O2,0.28
AgIrSc2,0.36
PtScZn2,0.35
Rb3,0.38
K2O5Rh2,-0.27
AlRh2Sc,0.28
CdO6Sb2,0.31
Rb3Sr,0.19
Hf2MnRh,0.3
RuSi3,0.4
RbYb3,0.29
ErTl2Y,0.35
Pm2RhZn,0.36
Cu2Li2O4,0.28
Fe4P4,0.24
EuSe,0.4
CoNb,0.34
CuPd,0.35
Ba6Li2N2,0.46
K2Pt4Se6,0.29
Ge4Mg4Sr4,0.19
ErPtSb,0.3
NbS2,0.25
Ni2SbZr,0.38
CGeMn3,0.29
Fe2Ge2Y,0.3
PbSe,4.05
Li3N,0.23
Na2Pt4,0.27
BiU,-3.09
IK,0.39
AgI,0.35
H6AlK3,4.0
B6Sr,0.2
Al3Ho3Ni3,0.32
Ga6Ti4,0.2
PtSnTi,0.32
B2Ru3Tb,0.29
Ge2,0.19
Co2Ge2Th,0.31
P2Ru2Sr,0.21
In6Li26,0.2
K12O16P4,0.29
Al13Os4,0.28
Al4Au4Ca4,0.31
Be44Re2,0.09
C9Si9,0.16
Mg2O6Si2,0.24
HgPt,0.39
ClCuRe2,-7.79
Cl6Na3Y,0.3
Nb,0.45
Hf8O16,0.3
Ac2I6,0.3
O3TaTl,0.3
LiRhYb2,0.3
Au3Rb3Sb2,0.34
AsY,0.22
CdGaY,0.5
GaTm2Zn,0.26
ErIn2Pr,0.33
Nb3Ru,0.3
Mg3Ta,0.24
BOs,0.23
FeNb3,0.36
C2Sr,0.33
CrFe2Si,0.55
Cr2N6Zn4,0.33
BaIr2P2,0.29
CaSn3,0.25
Si2Zr2,0.23
KLaS2,0.25
Be3F6,0.05
O2Tb2Te,0.3
AsTh,0.31
C4O12Pb4,0.33
Ir2V6,0.28
Cu2In2Se4,0.32
AsTb,0.23
Bi2Cu2Sr2,0.22
BLaRh3,0.32
Cu2Hf10Sn6,0.28
Nd2O3,0.32
O3SrZr,0.26
CuFePt2,0.33
Cu2La2O2Te2,0.34
F6MnNaRb2,0.05
Br3CsYb,0.26
Ca10F2O24P6,0.29
KO5S2Ti2Y2,0.32
O4SnTi,0.37
Ba2Cd,0.23
CuRuSc2,0.33
CoTcTi2,0.29
Au2TiZn,0.41
Ag2MgSm,0.5
CMgN2,0.34
CoPt3,0.32
Ag2GeLi,0.36
BGeO3,-0.23
B28Mg4,0.13
B2Si2,0.68
Al2SmY,0.27
AcSrZn2,0.21
STh3,0.42
AlFe2,0.36
Ac,0.26
Au2Dy2,0.4
Co4Na8O28P8,0.34
AlCu,-2.58
Hf2N4Sr2,0.33
Li3Pd,0.36
Cr6Ru2,0.34
AlBaSi,0.19
Er3Ge3Li3,0.18
Ni12Ti4,0.28
AgLi2Sb,0.3
CdYb,0.27
B2O6V2,0.29
AgNiO2,0.37
Pd34Se30,0.38
Cu4Se8,0.32
BrK,0.35
Cd8N16O48,0.31
Ag6Li2O4,0.38
As2Ba4,0.25
MgNi2Sn,0.33
NiSbTm,0.2
Li24N16Sc8,0.23
ClKO4,0.42
BiNiTm,0.25
Cr3Te4,0.27
CoFe3,0.28
H8Mg2Sr2,0.22
F2K2O4S2,0.26
Si8,0.3
ErO2Rb,0.25
B2CoW2,0.24
Be4O4,0.18
O3Rb2Sn2,0.2
AgAuMg2,0.31
FeGaRh2,0.67
AgGeYb2,5.91
Be2CuPt,0.35
Cu6Si2,0.34
K4O2,0.3
AgHgNd2,0.38
HfPr3,0.26
InLi3,0.08
PdTcZr2,0.34
CuSc2Zn,0.3
HoYZn2,0.32
AuCrO2,0.33
AlTi2Zn,0.42
Co2Cr2Fe2Ni2,0.25
CCe2Re2Si2,0.29
AgMg2Sm,0.36
CDy2,0.29
AlN,0.17
ErF6NaRb2,0.25
Sr2,0.26
Fe,0.47
AlN,0.24
Se4W2,0.13
Se4Tl4,0.31
Fe4Ge2,0.38
Ce2Cu2Si2,0.27
Bi2I6,0.27
Nb2O4,0.32
Li2MgTl,0.3
C2N2Na2,0.3
Dy4Tl2,0.31
Al8Ce2Ni2,0.23
AgAuCd2,0.49
FK,0.26
Ca2O6Pt2,0.3
Ce2Os2Si2,0.31
Ag2InLi,0.42
Au2InSm,0.42
Se2Zn2,0.22
Ga2Ni4,0.35
Na20P12Si4,0.26
AuBSi,0.99
AgAsRu2,0.7
CCdO3,0.3
O8Re4,0.27
Li4NbO4,0.28
K2O2Rb2,0.4
Pm2RuZn,0.36
Hg2NaPm,0.36
CdHo2Os,0.36
IrNd2Pd,0.37
AgCa2Pb,1.03
BeHfRh2,0.36
NiTcTi2,0.32
Hg6Sm2,0.34
GaLa2Zn,0.3
RbYb3,0.24
CdZn3,0.52
Bi3Hg,0.67
Nb2P2,0.28
FNSn2Sr6,0.26
BaHfO3,0.23
Al3V,0.31
Ba3Sb2,0.27
C5B,0.15
Ce2O4,0.34
F6Re,0.93
BePd,0.93
Be8V4,0.17
C2Al2Sc4,0.24
Al8Y12,0.26
AgFeO2,0.36
HfO3Pb,0.28
Se12Ta4,0.21
BaNbO3,0.27
AuLi2Tl,0.35
Cd6Tm2,0.28
Al2LiRh,0.29
GeSe4Zn2,0.24
Ag2O2Pd,0.42
Cd2In4S8,0.34
Cl6Eu2,0.32
EuMn2Sb2,0.29
HgInW2,0.98
Ca2Mg2O12Si4,0.24
Mg3Y3Zn3,0.28
O2Ti2,0.22
CuHgO2,0.34
AgSnYb2,1.01
HgK4P2,0.28
HgSe,0.46
PtSnV,0.43
Au3Pd,0.43
Mg2ScY,0.26
AgBO3,0.43
C2Ca,0.5
N8Na12Os4,0.28
Te4,0.41
Hf2Si2Te2,0.16
MnTe,0.36
As8Ir4,0.24
CNdRh3,0.33
Al18Co4,0.22
BaCoEr2O5,0.27
K12Mn4O16,0.64
C4O8,0.27
Pd3Pr3Sn3,0.29
Pt2Ti6,0.34
HTa2,0.35
Cl6Rb2Zr,0.29
Co4Ge8,0.26
Cu2Nb2Te4,0.27
Ni4P4Th2,0.3
GdS,0.29
Rh12Si16,0.29
O2P2Sm2Zn2,0.26
Nb2O8Sc2,0.34
Al2F8Tl2,0.29
S28,0.27
NpSe,0.44
Cu6NaO8,0.36
Cs3F6Y,0.29
Li4O20V8,0.29
Na2O19Ti9,0.3
AlIr2Sc,0.27
AlMoTi2,0.37
Rh2SnTm,0.23
In2Ti6,0.32
As6Ge6,0.2
CdLi3,0.29
Ti2Zn,0.29
PrPt5,0.32
B2Ho2Ni8,0.29
BeRh,0.29
Ga3Ta,0.2
BPrPt3,0.33
Ca2Pd2Sn4,0.33
CeMgZn2,0.22
Pt6Si2,0.37
Ni3S3,0.3
As4Pt4Y4,0.32
C3Al4,0.21
DyPPt,0.33
Ge2La2Mn2,0.31
Co4Mn4P4,0.27
O12Pb4Sr4,0.3
Co2Se4,0.28
Fe6Sn2,0.32
In4Pd2Sr2,0.29
AsU,0.36
ErNiSb,0.21
Co4Si4Ti4,0.27
NNd3Tl,0.43
Fe4Sc4Si4,0.31
Cl6Rb2Ti2,0.3
B4Ir4Pd4,0.36
Mg8O16Si4,0.24
CO5U,0.07
Br8Sn4,-0.08
Ag3Mg,0.48
B2Ru3Th,0.32
Br6In2,0.28
Au4Ba4,0.32
Co2Ge2Lu,0.27
InIrSi,3.27
Ni2V6,0.3
O2Se2Zr2,0.28
F6K2Pd,0.33
AlPd,0.35
AsAuBa2,0.23
CaCd2Pm,0.31
AuLiSc2,0.26
HfNbTc2,0.31
NaO3Pa,0.31
PtTm2Zn,0.31
Ge4Mg2Tm4,0.22
Au2PmYb,0.34
PtSiTi,0.32
Na,0.48
Lu2P10,0.21
Ac6Th2,0.24
NOSn2Sr6,0.05
Mg2Sc4Se8,0.34
BTc,0.35
Ba3N2,0.26
NNi3Sn,0.3
CPt3Y,0.72
As2Na2OTi2,0.39
Cr2N4Na2,0.29
BaPdSn3,0.3
Na,0.31
TeTh,0.24
Ni3Pb2Se2,0.32
Fe2Nb8Si2,0.31
Hf4Nb4P4,0.27
Pb,-0.0
Os2P4,0.2
Fe5Th,0.27
Cl2Sc2,0.31
Al4Sr,0.26
Fe3Se4,0.26
B4Os2,0.27
Al4Cu2Mg2,0.24
AuMn2,0.31
BiLuNi,0.23
O12Sc4Sm4,0.29
CeGaO3,0.47
AlCuO2,0.28
KNbO3,0.23
Sn3Th,0.38
Ca6O18Si6,0.28
Al2Cu2S4,0.26
Cr2Cu2O4,0.33
Ag2CeSi2,0.26
C5Si5,0.16
Ca4Te4,0.26
Si6V10,0.36
LiRh,0.31
O16Ti4V4,0.28
K2O8Tc2,-0.2
Se2Ta,0.3
AcMgTl2,0.47
AgSc2Tc,0.32
CuIrNd2,0.35
Rh2SnZr,0.92
Ga6Sm2,0.24
Co2GaSc,0.26
NpSn3,0.07
BaZn,0.21
Au3Ni,0.43
Rb3Sm,0.38
Al2CoOs,0.27
AgCl3K,0.34
Ge2Hg4O8,0.33
HV,0.59
Li4Mn6O12,0.24
Ca4Mn4O8,0.26
AgN,0.49
AsBa3Bi,0.29
IrO3,0.27
H4Ti2,0.4
Al8Ce2Co2,0.24
Ge2Nb6,0.38
Fe3Pt,0.4
C2Ga2Sc4,0.25
Si6Ta10,0.24
Br2Cs2F2,0.16
Bi2CaMn2,0.32
Al3Dy3Ni3,0.35
Li14Sn4,0.16
Ag4S2,0.34
Bi2O2Se,0.35
Li4S2,0.23
O7Sc2Si2,0.3
CoF4Rb2,0.38
As4Fe4S4,0.18
Li3Sn3,0.27
Au4Ca4Cd4,0.34
Mg4Zn20,0.4
AlO4P,0.19
Co4Nb2,0.29
CdCl2,0.35
CaCu2P2,0.32
O2Pt2,0.4
Ba2O4Zr,0.27
F8HfNa3,0.32
CoTcZr2,0.31
IrNiTi2,0.47
Ag2MgY,0.4
Al4Li4Na8P8,0.22
Ru3Sc,0.34
Mn3Ni3P3,0.3
Li3Nb,0.14
InYb3,0.26
AuHgLu2,0.35
TaYb,0.32
CoV,0.35
ClIO3,0.42
MgRh,0.28
Ir2Nb2,0.32
HoPtSb,0.3
Co4Ta2,0.29
CrO4Sr2,0.19
FeRh,0.32
EuTe,0.47
BaMn2P2,0.26
Li2Mn2O4,0.33
OTi,0.37
ErIr,0.33
I8Pt4,0.15
Br7Nb3S,0.21
As4Te6,0.22
B2Ru3Tm,0.28
I4Pb2,0.28
Ga6,0.43
ErZn5,0.25
CeCo2P2,0.25
Ge3Mn3Pd3,0.38
TcTlZn2,0.73
Cu12Er4Te12,0.27
N4,0.36
Cu4I4,0.33
Cd2In4O8,0.36
Al36Mg6Ti4,0.23
C2Mn2O6,0.31
Co4Ti2,0.27
PPtTb,0.32
AsCa3N,0.14
B2Pd4,0.38
CaSb2Zn2,0.31
Cu4Li4S4,0.32
NbO4Ti,0.41
Ho3In,0.25
O3OsSr,0.35
F4K2Zn,0.3
AgTm2Zn,0.3
GaLi3,0.27
Mg2W6,0.43
AlCdSm2,0.28
CY,0.4
Nd2Pd2,0.34
Pt6Si3,0.41
Ca4Zn8,0.25
DyN,0.21
OTa,0.36
K2NiO2,0.28
CInTi3,0.24
O3PbZr,0.33
Cd4O12Ti4,0.31
O16Te8,0.21
Ir4Mn4Si4,0.3
Ni9Ti9,0.39
DyRh2Si2,0.27
Cu4S4Ti,0.29
IrLaSi3,0.27
Fe4LaSb12,0.24
CeFe2Si2,0.28
H24O24Te4,0.23
FOPr,0.3
Pt2Si2Sm,0.38
C2Cs2Pt,0.31
Te4Zr4,0.28
Hg,0.36
C2CaK2O6,0.31
Bi2LaO4,0.36
Co4Si4,0.27
CsCu4S3,0.32
CrNi2,0.29
Na2Nb2S4,0.24
DyPd3,0.33
AuCu2Pd,0.55
Rh2YZn,0.35
Cu2O2S2Sr2Zn,0.26
Ir2NdY,0.51
Li3Pr,0.61
Au6Ni2,0.43
MgPm2,0.28
ErYbZn2,0.25
CsIrO3,0.02
H6AlCs2Na,0.43
Co3W,0.27
Al2Na2Se4,0.39
HgPPt5,0.36
Hf4Pd4Si4,0.27
CaCd,0.29
Al8CaCu4,0.22
P2V2,0.23
Pt4Sc8,0.36
N4S2Zr4,0.31
Mo10Si6,0.29
LiSe2Tb,0.23
S4Y2,1.35
Fe4Zr2,0.29
Ge4La4,0.25
Al3Np,0.14
Ir3Ta,0.23
Pt2V2,0.26
BaFe2S4,0.3
H8Br2P2,0.28
C2Li4O6,0.29
B2Ce4N5,0.23
CaMn2Sb2,0.3
AgAsSe2,0.34
Li2NaSb,0.19
O14Ti4Y4,0.28
GdNiSb,0.23
Cu3S4Sb,0.33
C8Si8,0.16
Ir6Ta6,0.34
Ca3NSn,0.26
Nb2Zn32,0.33
Li5O5Ta,0.21
Mn6P24,0.21
B4W4,0.26
Zn2,0.27
NdO2Rb,0.25
Pa2Pd6,0.35
Au2NdTl,0.55
Al16Ni7Ti6,0.22
PrYbZn2,0.25
InPd2Ti,0.46
Li2SiYb,0.19
CdLi3,0.36
Co2Na4S4,0.3
BaNaSn,0.44
AuPdZn2,0.41
AgCdLu2,0.36
CLi3,0.24
Mg3Na,0.54
Al6Cu3Yb3,0.25
H4Pd3Sc,0.45
AsF6Rb,0.44
AuDy2Ir,0.36
Cr3Se,0.31
AlAs,0.39
N6W2Y2,0.29
Co2Sc4Si4,0.24
CTh,-3.94
CrNb3,0.49
HEr,0.24
Cr3Fe,0.43
H2Th,1.14
Ca2Si,0.23
AlLi2Y,0.69
Ca6N4,0.27
CeMg,0.36
Dy3,0.23
CRh3Tm,0.32
HgS,0.19
Co6MgP4,0.29
GeTh,0.28
Gd,0.61
Ir4Sb12,0.25
MgPPt5,0.33
CdLi2Sb,0.34
Cd4Cu8,0.36
Cs2I6Pt,0.27
BaBi3,0.33
H2Ce2Se2,0.22
Nb3Si6,0.18
Ga2Li4,0.16
GaLi2Rh,0.27
BiNiY,0.24
PdTm,0.35
Na4O14Ti6,0.31
Cu2HoSi2,0.23
I7Nb3Te,0.22
Mg3Ni2Tb2,0.32
Mn12Sn8,0.2
Al8Ca12O48Si12,0.24
Cu4Mg4P4,0.28
Mn2Sb2,0.2
Ag2AlPm,0.42
MgOsSc2,0.39
IrRuSm2,0.35
CdPd2Sc,0.45
IrNd2Zn,0.36
B16Er8O48Sr12,-0.01
CeS,-0.1
B2P2,0.15
Mg2P4Sn2,0.3
CdO3Ti,0.4
Ce2O4,0.25
Ga3Mg3Nd3,0.19
CuNiSb2,0.32
Au5Rb,0.34
Ca6GeLi,0.43
Al4Au4,0.36
Al6Zr4,0.24
Pr8S12,0.3
Al8N16Sr12,0.28
Mn2S2,0.22
BiGaO3,0.27
Bi2In4,0.41
CuDy,0.3
Co4Ho2,0.39
CdF2,0.37
Ga3O7P,0.32
S12Sc8,0.23
HoPd2Si2,0.32
BaP2Ru2,0.27
As4F24Hg8,0.35
C2Ca2O6,0.44
Sn,0.38
CK4O4,-2.14
Re8Si14,0.2
Cd2Sb4Yb4,0.24
Li2NNa,0.21
Ni2Si2Yb,0.25
CaF8LiU,0.36
N16Si12,0.26
Ba8Cu6O18Y2,0.29
Ce2P2Pd2,0.29
NbSe2,0.26
F12Li4Ti2,0.25
Ge2Hf2S2,0.24
K2PtS2,0.29
Cu2Si2Tm2,0.23
AlFe2W,0.37
ReScTc2,0.3
Tc,0.31
GaMnPt2,0.61
GaMnRh2,0.3
CuOsSc2,0.32
CdRh2Sc,0.34
Ac6Yb2,0.28
K3Zr,-0.95
Mg2RhZn,0.35
DyHg2Yb,0.29
BeK4P2,0.18
C2CoSm,0.27
NPd3,0.55
Co2GaNi,0.36
MnSb,0.34
Ni2Pr2Sb2,0.31
C4Ba2,0.38
CuTi,0.35
HfOs,0.28
VZn3,0.26
TbTe,0.36
KSe6U2,0.24
GaO6Sr2Ta,0.25
CV,0.23
Li96Si56,0.16
Au8Sn16,0.36
Ba3Co3O6,0.33
Ag3O4V,0.24
Mo4Zr2,0.36
Fe2Nd2Si2,0.2
Cu5Sr,0.34
Co6Sc4Si2,0.28
Cr3Se4,0.28
I4Pd4Te4,0.29
Cs2I6Pd,0.33
BiBrTe,0.24
Ge4N4O2,0.28
S2Ta,0.33
C8Rh2Sc6,0.23
Bi2Ti4,0.36
H8B2KNa,0.27
Ir2V2,0.31
Li2Pd4Sn12,0.35
FeMoNi,0.54
IrOsTc,0.44
Al16O24,0.25
Na8P8,0.3
O6Zr12,0.28
Er6RuTe2,0.3
Na6O3,0.27
O2RbSc,0.25
BaP2Rh2,0.29
Au2GeLi,0.44
AlRu2Si,0.3
Co3Pa,0.32
Co2NbZn,0.36
Fe6Re2,0.26
IrTm2Zn,0.32
I6Tm2,0.24
AsNa3,0.29
Nb2S4Sn2,0.31
Sm3V,0.27
O3PdRb,0.33
Ca3Rb,-0.14
H24B24Na4,0.27
Ce2HgZn,0.39
NRe,0.45
AuN,0.42
PbPt5Si,0.35
Ag2CdI4,0.36
Pt4Sm4,0.35
GeSe,0.19
In2Lu4,0.27
Ce3Ga,0.25
As2Fe4,0.36
Co2SiV,0.34
C4Ce2Co2,0.27
GaNi2Ta,0.4
InPd,0.38
Ga5NiU,0.24
NiSnTh,0.29
Bi2,0.31
Ba4Br8,0.33
F12Mg4Na4,0.25
As8Hf4,0.23
Cl16Sn4,0.2
GaNi2Ti,0.39
Au2K2Te2,0.25
Co2NdSi2,0.24
Mg6Tl3,0.35
C3N4,0.13
H2Al2O4,0.28
CuDySe2,0.3
Yb,0.25
CuHo2O4,0.33
HfO4Zr,0.3
B48O6,0.16
O2Si2Zr2,0.24
N5Nb4,0.26
Al2B2O6,0.23
Au2BiLa,0.43
B6Lu2Ni3,0.21
AuSiTh,0.28
Al6Fe2,0.31
Au2Ho,0.33
HgS2Ta,0.27
Ca3NSb,0.16
Mn8Zr4,0.45
As2Se2Th2,0.3
Ga2Pd2Ti2,0.33
Ge4Ru4,0.29
N2SeZr2,0.28
B12Zr,0.17
Ca10Sb6,0.22
Ba8Mn4Se12,0.26
Cu2InY,0.33
Al4Eu2,0.21
Bi3Sr,0.36
B4Cr,0.15
Sb4V2,0.29
F2O2Y2,0.3
MnO3Pb,0.19
Pt3Rb2S4,0.34
CuFeO2,0.34
Ba6O18Ti6,0.25
Hf4P2Sb2,0.26
Pt48Si20,0.41
Hf2I6,0.31
Na2S,0.24
Ca2Cu4O6,0.32
Rh4Sm2,0.33
Li2PmTl,0.18
ErPaTc2,0.52
CdPbYb2,0.18
MnOsTi2,0.31
As2Be2Na2,0.21
In2P2,0.27
Au2K4P2,0.32
Ba6Te2,0.08
H6AlRb2Tl,0.37
CW,0.23
Se2,0.32
Pd2Zr,0.41
B4Nb3,0.21
Li2N6V4,0.29
N22Si12Y6,0.23
Al6Ca6N10,0.28
Cu3Pt,0.35
O8Sm2Ta2,0.3
MoN,2.07
Ba2Pd4,0.34
Al10Nb20,0.28
GaLa3,0.35
Sn2Ti6,0.2
Eu2,0.19
H3BaLi,0.12
InTe,0.56
Mg3Sm,0.2
Co2NbSn,0.92
Li56N32V8,0.16
DyNi2Si2,0.25
HfNi2Sn,0.37
Co2MnSb,0.29
Li3O4U,0.21
CrF6K2Na,0.31
K2Na2O14S4,0.3
S2Sn2,0.26
Cl4CrRb2,0.27
CaPdZr,-143.83
H2Li2S2,0.3
Ba4N8O8Si8,0.61
Ag2As2Sr2,0.19
Al2Si2Sr3,0.21
N2Nb2O2,0.35
F2Nb2O4,0.28
Al4O6,0.23
LiS2Y,0.25
O4Ti3,0.29
Fe2O2,0.35
CBi2O5,0.32
C3Cr2Ho2,0.31
PdPtSc2,0.35
PbPm2Zn,0.36
Al6Pm2,0.24
Er2Mg2Sn2,0.24
DyLuMg2,0.3
HgPbSr2,0.26
AlPt2Sc,0.41
BaO3Rb,0.42
Br2F2Sn2,0.54
B2Zr2,0.29
B2W,0.29
HfO3Zn,0.33
Cl2Na4,0.38
Se2W,0.21
N4Rb2V2,0.23
GaPt3,0.34
HgPr,0.36
N8Zr6,0.26
Ba2,0.23
Al2BaSi2,0.27
BaO,0.27
Na5NiO2S,0.3
Fe4Li4O16P4,0.28
In2P6,0.3
Cu4I4,0.32
NdP,0.23
As2CsFe2,0.25
LuRh,0.33
CuNaO2,0.29
Ga2O8P2,0.07
Hg2Pb2Yb2,0.35
Bi4O12Rh4,0.35
Au2InTh,0.41
H2F4Rb2,0.3
HNSr2,0.09
CrNb2Se4,0.25
F4O4Ti4,0.31
P4Zn6,0.19
Pa2Zn6,0.47
Au2GaTh,0.47
AgMg2Pt,0.34
MnRu2V,0.32
Be3Ni,-0.14
AcO3Ti,0.31
HfRu2Si,0.3
Li2PtSn,0.55
Sr4,0.54
CuPtZn2,0.44
N2Ni2,0.46
Rh6Ru2,0.31
NbTc2Zr,0.33
Ge2Pd2Sr,0.27
Nb2RuW,0.26
Ru3Ti,0.33
Au2Er2Sn2,0.35
NTc,0.42
BaMnO3,0.23
Cu2Se4W,0.27
C2AuNa,0.29
Al3Pd2,0.29
PtZr,0.46
Au4Mn,0.39
PrPt3,0.33
As4Co4,0.3
Al18Mn6Si2,0.22
Al4Th2,0.27
Hf6Rh10,0.35
CInYb3,0.47
Co4GaY4,0.35
Nb2P2S2,0.27
COS,0.35
Li2Se4Sm2,0.23
Cu4Mg2Y4,0.37
Ag2Fe2S4,0.38
Au2Ge2Ho2,0.27
CrF6Zr,0.98
CeGe2Rh2,0.29
Na24O16P8S16,0.28
Ge4Ti2,0.2
Be12V,0.1
CoCs2F6,0.31
BeLaOs2,0.74
CrHgNi2,0.54
AlMnTc,0.52
GaNNd3,0.38
Co4La12,0.34
Cu4Na4O4,0.3
CuO4Y2,0.32
CuPr2Ru,0.35
Ac2HgSn,0.35
IrSm2Zn,0.33
LiPdZn2,0.39
B12Sc,0.16
Al2Ba3Si2,0.24
HoLiSn2,0.22
Mg2TmY,0.29
CAg,0.66
BeCsF3,0.37
RhTi2,0.28
Cu4Hf3Si4,0.27
HfN2Na2,0.26
Cd3Nb,0.31
Au3Cd,0.44
S4Sc2Tl2,0.27
B2V,0.17
O8Sc2V2,0.41
AgCrO2,0.35
Fe2O6Ti2,0.37
HgLi,0.28
Ce2Fe4,0.41
Co2Ge2Nd2,0.27
Pb4Pt2,0.4
Ce4Pb2Pd4,0.39
Pd4Sn4,0.34
B2Mo4,0.29
Cl6HfTe4,0.39
Ni2P6W4,0.28
AgPt3,0.36
Cu5Er,0.4
Er2Sn4,0.26
Ca4Ge4Pt4,0.32
In2IrLi,0.14
RuSbTa,0.32
C2Ca2O6,0.37
C2Ba2O6,0.32
O7Si2Yb2,0.35
Ge12Ir3,0.28
As2Fe2Mn2,0.34
Cs4I12Pb4,0.3
O6Ti3,0.13
F2Sb2Se4Sr2,0.34
As2NdNi2,0.26
Ag2InSm,0.35
Br3CsGe,-0.08
Bi4Th2,0.32
NaNbO2,0.33
Cu8S4,0.36
Al12Ni4,0.26
F3HgRb,0.37
H2Dy2O4,0.26
O4Sn2,0.28
AgLiMg2,0.25
MnRh2Zn,0.34
AlMn2Re,0.29
Cu3Hf,0.42
HoNbRu2,0.33
Rh2Se2,0.4
As2BaCu2,0.29
CrGeRh,0.46
Th3Yb,0.25
CdLaO3,0.35
Li3Mg3,0.24
Ca6FIn2N,0.17
HMgNi,0.33
NRh,0.5
Sb2Y,0.46
KMg6Ti,0.25
InPt4Tb,0.34
Pu,0.62
PrSb,0.47
Re8Th4,0.49
BaNiO5Pr2,0.29
Co4Ge4,0.27
Ar,0.34
